market_id,condition_id,event_id,question,category,tags,outcomes,outcome_prices,clob_token_ids,yes_token_id,yes_price_current,start_date,end_date,close_date,active,closed,archived,resolved_outcome,volume,liquidity,volume_clob,uma_resolution_status,uma_resolution_statuses,resolved_by,resolution_source,enable_order_book,slug,description,is_binary,has_yes_token,Y_i,broad_domain,broad_family,exclude_source_quality,source_quality_reason,in_price_panel,universe
572470,0xdcc87b9ca36015e396bd0eebca29e854a136ed2b0b701049d1ee9da6bee3eb35,35908,Will Trump nominate Kevin Hassett as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['34551606549875928972193520396544368029176529083448203019529657908155427866742'
 '22802130763821766047382314926654345322953005062130920361011056163048911488589']",34551606549875928972193520396544368029176529083448203019529657908155427866742,0.0,2025-08-05 17:28:17.427441+00:00,2026-12-31 00:00:00+00:00,2026-03-04 19:57:05+00:00,True,True,False,No,36122905.93072796,,36122905.93072796,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-kevin-hassett-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572485,0xbd603617895e199d4042781ee55a7a9614af3130ca8e90d257424ca246f66197,35908,Will Trump nominate Rick Rieder as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['16206267440377108972343351482425564384973031696941663558076310969498822538172'
 '97278843093518170983116788293559302501059038797143772070255096806379425818363']",16206267440377108972343351482425564384973031696941663558076310969498822538172,0.0,2025-08-05 17:28:33.836000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 20:10:11+00:00,True,True,False,No,35603624.85201814,,35603624.85201814,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-rick-rieder-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
516861,0xd8b9ff369452daebce1ac8cb6a29d6817903e85168356c72812317f38e317613,16096,"Will Bitcoin reach $1,000,000 by December 31, 2025?",,[],['Yes' 'No'],[0. 1.],"['112540911653160777059655478391259433595972605218365763034134019729862917878641'
 '72957845969259179114974336105989648762775384471357386872640167050913336248574']",112540911653160777059655478391259433595972605218365763034134019729862917878641,0.0,2024-12-30 22:00:50.534000+00:00,2025-12-31 12:00:00+00:00,2026-01-01 07:20:31+00:00,True,True,False,No,31394607.518008,,31394607.518008,resolved,['proposed'],0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-bitcoin-reach-1000000-by-december-31-2025,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between December 30, 2024, 20:00 and December 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $1,000,000 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_b_macro_crypto
906975,0xa7cb4135c6d9c36da0e343874dd5b455de739c6d1b9f9f5583dd9320aacf5db2,101772,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,,[],['Yes' 'No'],[0. 1.],"['54688507565884542490190759171719899637342914252863057837926715255559077706253'
 '11860607772349332991076953711276491732463246158502547301609855788223626456599']",54688507565884542490190759171719899637342914252863057837926715255559077706253,0.0,2025-12-10 21:45:58.775194+00:00,2026-06-17 00:00:00+00:00,2026-06-17 21:20:40+00:00,True,True,False,No,31037182.120555956,,31037182.120555956,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal funds range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2026 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 16-17, 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
906973,0xdde06286a7b9464d344f410ab0b3d2ebc6469904e72c27fd982f65fdbf78768d,101772,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,,[],['Yes' 'No'],[0. 1.],"['65193234666628291664907888364936366210889305490897648116746073820519263548476'
 '28290293140018107764072370767749010110409017615323596573647425138985988593200']",65193234666628291664907888364936366210889305490897648116746073820519263548476,0.0,2025-12-10 21:45:58.522699+00:00,2026-06-17 00:00:00+00:00,2026-06-17 21:15:16+00:00,True,True,False,No,30934915.761426214,,30934915.761426214,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal funds range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2026 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 16-17, 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
521834,0x834a4109dbd18f97695e4858b3a18d21fff19bc2dc7c055f18b96843ac1de17b,17792,Fed decreases interest rates by 50+ bps after June 2025 meeting?,,[],['Yes' 'No'],[0. 1.],"['113056471671080844361260106931306859817628421950685586233292833065866456177916'
 '106470346400467790926555598933779645014104578722467391592920204737852094642121']",113056471671080844361260106931306859817628421950685586233292833065866456177916,0.0,2025-02-07 00:22:39.941927+00:00,2025-06-18 12:00:00+00:00,2025-06-18 21:09:10+00:00,True,True,False,No,29564378.908894,,29564378.908894,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 17 - 18, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572471,0x705371444684d676041d1010a94cae3a657340fa4809b4307de3c173a35e0957,35908,Will Trump nominate Christopher Waller as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['114421380098084026753773605667430150755820287180340356465450569515479471185603'
 '31167532153450638526564509379216016814499874840833154348394853115050097836415']",114421380098084026753773605667430150755820287180340356465450569515479471185603,0.0,2025-08-05 17:28:19.714000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 19:56:09+00:00,True,True,False,No,29229521.621000286,,29229521.621000286,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-christopher-waller-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
528974,0x4a68d828f7263f34391484404380c34efa9566f12a08a88553ddbe8e285c3ae9,21255,No change in Fed interest rates after July 2025 meeting?,,[],['Yes' 'No'],[1. 0.],"['73793697275923646355831824753345919471011673129768736520616870696302293395247'
 '108985814621083654149844269248799508997175971432517497471669614770134583560621']",73793697275923646355831824753345919471011673129768736520616870696302293395247,1.0,2025-03-19 19:56:17.660709+00:00,2025-07-30 12:00:00+00:00,2025-07-30 21:10:09+00:00,True,True,False,Yes,28670116.640169,,28670116.640169,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,no-change-in-fed-interest-rates-after-july-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's July 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for July 29 - 30, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their July meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,1,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
521836,0xffdd774123c13df21ce755bfd4f65bde47a74f1377ea73c8b130d84c59831173,17792,No change in Fed interest rates after June 2025 meeting?,,[],['Yes' 'No'],[1. 0.],"['68046695472248272727543027597015771748863497493648721835081384395985280231101'
 '76716978061000337976118775823237305754635471486273544675473025333022147209928']",68046695472248272727543027597015771748863497493648721835081384395985280231101,1.0,2025-02-07 00:23:40.024641+00:00,2025-06-18 12:00:00+00:00,2025-06-18 21:18:38+00:00,True,True,False,Yes,28071372.791282,,28071372.791282,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,no-change-in-fed-interest-rates-after-june-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 17 - 18, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,1,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572478,0x60acc46cda1f0619259acf3ef8c77bf734ff08cbed256ca3d1e9444138e21266,35908,Will Trump nominate Jerome Powell as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['75562986572078747541577175725857968095799345857741050112699871710798605147441'
 '83835245338776946964312557572556765129893211997427807179516406386114613522003']",75562986572078747541577175725857968095799345857741050112699871710798605147441,0.0,2025-08-05 17:28:27.355000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 20:12:11+00:00,True,True,False,No,27875356.84542,,27875356.84542,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-jerome-powell-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
521837,0x3a92a26ce837b361bd044acc2c0b81346ad66e9a891fc5ad27b9a35e6701c6e7,17792,Fed increases interest rates by 25+ bps after June 2025 meeting?,,[],['Yes' 'No'],[0. 1.],"['53773496600623227278718953583260706698915942265798082890170993921603893162994'
 '1181333413366794698443015859124945447083985733455093288678334804747057699199']",53773496600623227278718953583260706698915942265798082890170993921603893162994,0.0,2025-02-07 00:23:50.120210+00:00,2025-06-18 12:00:00+00:00,2025-06-18 21:09:10+00:00,True,True,False,No,26912558.981079,,26912558.981079,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's June 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for June 17 - 18, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their June meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
1082748,0x9708334534b504e2025a5a6af92f8600808c10be577e5066f920c40625fbec16,137338,"Will Bitcoin reach $150,000 in January?",,[],['Yes' 'No'],[0. 1.],"['53342136288932702007624506186417846874594504126387502748453102780630218207922'
 '54504735237306435364688890375581221790556858637843718945838566750916495284821']",53342136288932702007624506186417846874594504126387502748453102780630218207922,0.0,2026-01-01 19:23:03.370206+00:00,2026-02-01 05:00:00+00:00,2026-02-01 07:48:00+00:00,True,True,False,No,26660909.268647,,26660909.268647,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-reach-150k-in-january-2026,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_b_macro_crypto
572486,0xfc6eace32f283eda179c15d447fe61f0426846bace5c583a967ddeaba58c2f93,35908,Will Trump nominate Michelle Bowman as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['17066127610879876900068524118662950536540111723756302158713495031843880669357'
 '32087556102494098358189004916291893731817375241943118224601114766541240940770']",17066127610879876900068524118662950536540111723756302158713495031843880669357,0.0,2025-08-05 17:28:33.331000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 20:13:19+00:00,True,True,False,No,26000156.80356803,,26000156.80356803,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-michelle-bowman-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572506,0xc830d19ead001f5378792cc0df36004ddb1b312bb26fbd5c4226aa698c41f808,35908,Will Trump nominate no one before 2027?,,[],['Yes' 'No'],[0. 1.],"['75833359692657334554813009963085875753827558821734387462675433166604855152706'
 '42270880784115820080612530632637898900663443736800772641647954339878799453518']",75833359692657334554813009963085875753827558821734387462675433166604855152706,0.0,2025-08-05 17:28:55.577000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 19:58:01+00:00,True,True,False,No,24724502.6212151,,24724502.6212151,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-no-one-before-2027,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572472,0xc82669901de7cb0be25c1d8de39fbbe8e2ddc0aacba0a30a663ed13c3b9eb06d,35908,Will Trump nominate Bill Pulte as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['8707393418896465550537491004148945001566800949202710797124018851880453264457'
 '94510018566326311535078510027670826542694234094667353545772489266243635794064']",8707393418896465550537491004148945001566800949202710797124018851880453264457,0.0,2025-08-05 17:28:19.462000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 20:09:07+00:00,True,True,False,No,24537484.808130994,,24537484.808130994,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-bill-pulte-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
1473040,0x561ffbf7de21ef3781c441f30536b026d2b301d7a4a0145a8f526f98db049ba2,238474,"Will Bitcoin reach $150,000 in March?",,[],['Yes' 'No'],[0. 1.],"['73624432805780182150964443951045800666977811185963019133914618974858599458273'
 '1666184515532238710431784265702709312060757077236443477960106115591255115343']",73624432805780182150964443951045800666977811185963019133914618974858599458273,0.0,2026-03-01 05:18:31.379988+00:00,2026-04-01 04:00:00+00:00,2026-04-01 07:36:59+00:00,True,True,False,No,24149352.753224906,,24149352.753224906,resolved,['proposed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,will-bitcoin-reach-150k-in-march-2026,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,True,0,crypto,crypto_btc,False,,True,universe_b_macro_crypto
519784,0xbf1e237a1e8cbf9c0b454dc984f5dc789f57f85b077a6a7383489b00b75dc4af,17140,Fed increases interest rates by 25+ bps after May 2025 meeting?,,[],['Yes' 'No'],[0. 1.],"['17610439523131859020845982375845064429205150380820600510254792864187410085009'
 '110884715026302001152302604004993790698307635767709984192944159418964296924679']",17610439523131859020845982375845064429205150380820600510254792864187410085009,0.0,2025-01-23 19:42:34.136277+00:00,2025-05-07 12:00:00+00:00,2025-05-07 22:33:14+00:00,True,True,False,No,24000661.535559,,24000661.535559,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's May 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for May 6 - 7, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their May meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
572494,0x3d83f444f62b2afe0cb28485073cbf3617400d58813cd351cd4d242560ac47f2,35908,Will Trump nominate himself as the next Fed chair?,,[],['Yes' 'No'],[0. 1.],"['90861079362480308652433470464488328958002752949226213855809529654473996256176'
 '30829016600715268461259950481687650477545577824213166985040346179726649075388']",90861079362480308652433470464488328958002752949226213855809529654473996256176,0.0,2025-08-05 17:28:41.890000+00:00,2026-12-31 00:00:00+00:00,2026-03-04 19:52:15+00:00,True,True,False,No,23577646.036,0.0,23577646.036,resolved,['proposed' 'disputed' 'proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-trump-nominate-himself-as-the-next-fed-chair,"This market will resolve according to the next individual Donald Trump, as President of the United States, formally nominates to be Chair of the Federal Reserve by December 31, 2026, 11:59 PM ET. 

Formal nominations are defined as the submission of a nomination message to the U.S. Senate.

Acting or interim appointments will not count unless the individual is formally nominated to be Chair of the Federal Reserve by submission of a nomination message to the U.S. Senate.

The primary resolution source for this market will be official information from the U.S. Senate (see: https://www.senate.gov/legislative/nominations_new.htm), however a consensus of credible reporting may also be used.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
528973,0x812d8819cda5c57e824719de0381d8e207a45b5b71da31a6425f6c2f181a3fc4,21255,Fed decreases interest rates by 25 bps after July 2025 meeting?,,[],['Yes' 'No'],[0. 1.],"['44274863594881419064755425975616427905570818290480331177906247008783209380302'
 '35582864406073880931833314376109630127445954336393725126252111896715841195740']",44274863594881419064755425975616427905570818290480331177906247008783209380302,0.0,2025-03-19 19:55:53.819663+00:00,2025-07-30 12:00:00+00:00,2025-07-30 21:07:17+00:00,True,True,False,No,23551704.395621,,23551704.395621,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,"The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to the amount of basis points the upper bound of the target federal funds rate is changed by versus the level it was prior to the Federal Reserve's July 2025 meeting.

If the target federal funds rate is changed to a level not expressed in the displayed options, the change will be rounded up to the nearest 25 and will resolve to the relevant bracket. (e.g. if there's a cut/increase of 12.5 bps it will be considered to be 25 bps)

The resolution source for this market is the FOMC’s statement after its meeting scheduled for July 29 - 30, 2025 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm.

The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.

This market may resolve as soon as the FOMC’s statement for their July meeting with relevant data is issued. If no statement is released by the end date of the next scheduled meeting, this market will resolve to the ""No change"" bracket.",True,True,0,macro,macro_fed_rates,False,,True,universe_b_macro_crypto
